time,temperature,noise,gas,traffic_density
1627324474.8183057,43,697,0,25.0039683569354
1627324479.8183057,22,232,0,0.0
1627324484.8183057,25,318,0,2.882212698345236
1627324489.8183057,30,373,0,9.345724179211736
1627324494.8183057,44,744,0,28.40427041465495
1627324499.8183057,29,215,1,1.4447276366473227
1627324504.8183057,33,669,0,14.21768549302918
1627324509.8183057,44,618,0,26.98534341786073
1627324514.8183057,30,611,0,15.40185483937105
1627324519.8183057,35,255,1,12.208348814125962
1627324524.8183057,46,800,1,43.4220587921223
1627324529.8183057,22,341,0,1.0764147255629934
1627324534.8183057,47,228,0,21.77524521268476
1627324539.8183057,24,688,1,16.81188566636488
1627324544.8183057,22,285,0,0.0
1627324549.8183057,45,413,0,21.471808751936006
1627324554.8183057,40,590,0,25.2878485285138
1627324559.8183057,50,229,0,22.661137628858036
1627324564.8183057,29,254,1,6.108246895030886
1627324569.8183057,30,745,1,25.268530751323514
1627324574.8183057,43,771,1,38.01484666978554
1627324579.8183057,33,568,0,14.726832593437106
1627324584.8183057,23,674,0,9.712435093556142
1627324589.8183057,26,397,1,10.999882877181625
1627324594.8183057,27,647,0,10.343139708312748
1627324599.8183057,41,605,1,27.854183162895726
1627324604.8183057,21,624,1,6.02571263598129
1627324609.8183057,20,636,0,8.204556342737531
1627324614.8183057,37,499,0,18.234756039044292
1627324619.8183057,43,785,0,34.73134117840756
1627324624.8183057,22,232,0,0.0
1627324629.8183057,21,404,1,1.296425642604805
1627324634.8183057,40,690,1,31.233968681235808
1627324639.8183057,31,227,0,6.494088108083171
1627324644.8183057,20,441,0,0.0
1627324649.8183057,49,512,0,25.875675332270802
1627324654.8183057,44,281,0,16.20251978217915
1627324659.8183057,30,376,0,8.175417107518282
1627324664.8183057,36,568,1,19.787247822446993
1627324669.8183057,26,652,0,13.110793253015636
1627324674.8183057,34,624,1,24.897342254635724
1627324679.8183057,39,218,0,10.035162280652218
1627324684.8183057,33,205,0,3.2771481822180997
1627324689.8183057,26,204,1,0.3480080092643476
1627324694.8183057,38,241,0,11.999143850770704
1627324699.8183057,26,503,1,12.192825051964274
1627324704.8183057,25,585,0,9.725768576390408
1627324709.8183057,46,779,1,40.11248015909163
1627324714.8183057,32,309,0,4.935169340949425
1627324719.8183057,34,270,0,7.226100451990504
1627324724.8183057,37,517,1,22.107176579131597
1627324729.8183057,36,623,0,15.650702086762214
1627324734.8183057,27,561,0,13.040420387373402
1627324739.8183057,35,286,0,5.437433215218899
1627324744.8183057,43,599,1,25.750836690796806
1627324749.8183057,29,500,1,18.92708017406991
1627324754.8183057,39,624,0,19.575574695846793
1627324759.8183057,24,753,1,19.819874168930248
1627324764.8183057,23,230,1,4.947878411313304
1627324769.8183057,22,380,1,0.5190670529677281
1627324774.8183057,42,658,0,29.80587764963244
1627324779.8183057,22,456,0,0.0
1627324784.8183057,26,370,1,12.318092544275087
1627324789.8183057,44,379,0,22.063947797968712
1627324794.8183057,38,639,1,26.824360168020213
1627324799.8183057,40,332,0,15.546434503535068
1627324804.8183057,20,786,1,12.617140916244587
1627324809.8183057,27,713,0,9.34833184076656
1627324814.8183057,23,638,1,12.418813676989501
1627324819.8183057,29,414,1,14.962943015766756
1627324824.8183057,37,384,1,20.85403558746007
1627324829.8183057,50,484,1,36.03886453069054
1627324834.8183057,35,270,0,5.313521151821825
1627324839.8183057,32,241,0,0.9298149065199068
1627324844.8183057,31,222,0,1.166405345865991
1627324849.8183057,20,489,0,2.016639486178854
1627324854.8183057,48,503,1,31.33794489223271
1627324859.8183057,42,364,1,24.945182820007354
1627324864.8183057,28,650,0,14.582586795774185
1627324869.8183057,43,720,1,30.10456886109985
1627324874.8183057,46,277,0,20.654449196895648
1627324879.8183057,25,745,0,10.94168394415069
1627324884.8183057,42,367,1,21.33819296518362
1627324889.8183057,43,598,1,30.474725134896943
1627324894.8183057,49,768,1,39.82974388475729
1627324899.8183057,32,552,1,15.564586921436618
1627324904.8183057,47,514,0,23.663676779161154
1627324909.8183057,24,439,0,6.552785397228181
1627324914.8183057,50,329,1,27.2524074952172
1627324919.8183057,33,326,0,9.620204415692907
1627324924.8183057,42,333,1,20.62684039537246
1627324929.8183057,30,548,0,15.283350811170742
1627324934.8183057,47,576,0,31.076085417974042
1627324939.8183057,46,528,0,21.803050284704202
1627324944.8183057,43,446,0,21.84525363908869
1627324949.8183057,37,422,0,11.601363907691457
1627324954.8183057,21,672,1,14.451447124547851
1627324959.8183057,41,593,0,18.739899788312076
1627324964.8183057,27,648,1,19.422664752834848
1627324969.8183057,34,407,1,19.769528861869865
1627324974.8183057,45,330,1,29.930276480678536
1627324979.8183057,38,427,0,19.291995461324586
1627324984.8183057,28,276,0,6.008289423965193
1627324989.8183057,22,490,0,0.0
1627324994.8183057,37,772,1,32.42762947263897
1627324999.8183057,30,340,1,14.834472850568147
1627325004.8183057,39,731,1,27.664868873233658
1627325009.8183057,46,235,1,28.119501962929288
1627325014.8183057,32,749,1,25.03610548038062
1627325019.8183057,44,393,0,16.94207411963387
1627325024.8183057,43,455,1,29.25025094521397
1627325029.8183057,29,385,0,4.718112019927537
1627325034.8183057,21,355,0,0.0
1627325039.8183057,44,248,1,25.54132056665916
1627325044.8183057,31,543,1,16.581442242238737
1627325049.8183057,33,237,1,7.82056376505632
1627325054.8183057,33,465,1,15.91644138291894
1627325059.8183057,20,754,0,4.460251814947588
1627325064.8183057,33,599,0,13.612028646941358
1627325069.8183057,44,530,0,19.833400924150933
1627325074.8183057,36,700,0,25.762746188928933
1627325079.8183057,48,327,1,29.524798390626017
1627325084.8183057,31,613,0,15.07317241047134
1627325089.8183057,21,499,1,9.249991393581968
1627325094.8183057,40,673,1,33.99326778620754
1627325099.8183057,35,661,0,23.46773898771736
1627325104.8183057,31,424,0,9.455055895939655
1627325109.8183057,26,230,1,0.0
1627325114.8183057,42,536,1,30.545341028582428
1627325119.8183057,32,767,0,16.807971557871202
1627325124.8183057,37,237,1,10.503155502721922
1627325129.8183057,23,766,1,13.271094196925567
1627325134.8183057,48,746,1,35.60216762324554
1627325139.8183057,21,453,1,6.327988073897754
1627325144.8183057,22,689,1,12.124378053831073
1627325149.8183057,31,279,0,2.2369691674620578
1627325154.8183057,41,730,1,32.50851594169741
1627325159.8183057,42,309,0,17.13648667223361
1627325164.8183057,45,447,0,27.84271068353979
1627325169.8183057,39,388,1,16.2178006075083
1627325174.8183057,23,682,0,11.914419147481064
1627325179.8183057,43,254,1,26.119943805113508
1627325184.8183057,30,323,0,8.596573906194818
1627325189.8183057,44,284,0,20.975994781043795
1627325194.8183057,46,758,1,37.87853764377431
1627325199.8183057,31,202,0,1.2069529736009708
1627325204.8183057,44,493,0,27.333431727211384
1627325209.8183057,39,784,1,33.66756268508095
1627325214.8183057,32,324,1,16.60584763344324
1627325219.8183057,28,752,0,15.792322996456106
1627325224.8183057,36,209,1,12.192510566059248
1627325229.8183057,23,230,0,0.0
1627325234.8183057,37,335,1,22.372796379546568
1627325239.8183057,33,213,0,3.9319577196132682
1627325244.8183057,45,388,0,22.56004561247355
1627325249.8183057,26,383,0,1.5584013092166336
1627325254.8183057,50,675,0,30.348635321196006
1627325259.8183057,43,311,1,18.27612214878819
1627325264.8183057,34,782,1,26.120408366058303
1627325269.8183057,44,658,1,36.758857836886904
1627325274.8183057,44,395,1,25.513954831748872
1627325279.8183057,49,781,0,33.88588422572257
1627325284.8183057,42,744,1,28.701522637068475
1627325289.8183057,31,282,0,9.982504308279779
1627325294.8183057,27,791,1,17.01315222284213
1627325299.8183057,27,723,0,8.139605930267592
1627325304.8183057,36,762,1,25.529507888053118
1627325309.8183057,32,456,1,19.530182007637237
1627325314.8183057,35,260,1,15.927789851474119
1627325319.8183057,45,561,1,34.72464029510783
1627325324.8183057,25,373,0,4.027193913785118
1627325329.8183057,45,551,0,23.240490018446927
1627325334.8183057,31,627,1,14.898730482944293
1627325339.8183057,44,675,0,32.25663741510185
1627325344.8183057,23,761,0,10.270320517873191
1627325349.8183057,26,259,1,6.389828030127526
1627325354.8183057,23,210,0,0.1233376428892008
1627325359.8183057,41,535,1,29.244573839894926
1627325364.8183057,42,477,0,22.237490206386155
1627325369.8183057,26,440,1,7.454515159645538
1627325374.8183057,42,206,1,22.252676121863175
1627325379.8183057,40,443,0,16.587468411678863
1627325384.8183057,44,635,0,28.639270435299963
1627325389.8183057,20,368,1,0.5871723208608257
1627325394.8183057,28,518,0,10.967068444562395
1627325399.8183057,39,287,0,16.505759920438862
1627325404.8183057,20,455,1,0.0
1627325409.8183057,37,249,1,15.380882935289279
1627325414.8183057,35,370,0,15.788834806431487
1627325419.8183057,41,239,0,12.305054325441354
1627325424.8183057,25,365,1,7.973036721991869
1627325429.8183057,32,424,1,18.411196383979636
1627325434.8183057,46,408,0,26.75825754645853
1627325439.8183057,23,761,0,6.402207406455579
1627325444.8183057,36,440,0,15.9785479640116
1627325449.8183057,39,391,0,18.91871582260946
1627325454.8183057,26,241,0,0.0
1627325459.8183057,21,582,0,6.71727765977084
1627325464.8183057,26,529,1,8.07754904400777
1627325469.8183057,45,692,0,26.7580410114703
1627325474.8183057,42,666,0,31.28194431386995
1627325479.8183057,27,740,0,14.58922295955719
1627325484.8183057,47,635,1,32.79485573391645
1627325489.8183057,40,241,0,15.697221110588135
1627325494.8183057,32,374,1,16.357899522058204
1627325499.8183057,34,667,0,18.8802999998817
1627325504.8183057,23,607,0,7.953192350197515
1627325509.8183057,21,265,0,0.0
1627325514.8183057,29,235,1,2.354964240537026
1627325519.8183057,39,441,1,20.36205070023873
1627325524.8183057,35,341,1,13.269663140114508
1627325529.8183057,35,466,0,15.722192480230422
1627325534.8183057,35,572,0,15.20582075907939
1627325539.8183057,48,582,0,30.16352695091508
1627325544.8183057,33,249,0,1.538029366919634
1627325549.8183057,42,641,0,23.73746973570095
1627325554.8183057,22,290,1,0.0
1627325559.8183057,43,623,1,29.389831511663246
1627325564.8183057,31,449,1,17.98754761859516
1627325569.8183057,38,593,1,23.67717770689622
1627325574.8183057,50,464,1,35.968374511643326
1627325579.8183057,38,596,0,20.120135583025025
1627325584.8183057,32,434,0,12.129859449612649
1627325589.8183057,45,552,0,21.648073612566265
1627325594.8183057,46,705,1,40.00076663145043
1627325599.8183057,22,404,0,0.0
1627325604.8183057,36,490,0,16.09860896405409
1627325609.8183057,21,335,1,6.219157213037379
1627325614.8183057,31,440,1,15.072313096327218
1627325619.8183057,21,594,1,5.446638361916897
1627325624.8183057,28,299,1,5.572651089678521
1627325629.8183057,24,470,0,5.741011848454566
1627325634.8183057,48,707,1,42.16588688492148
1627325639.8183057,39,247,1,12.959760535156617
1627325644.8183057,20,385,1,1.2718322505112365
1627325649.8183057,25,536,1,12.352369292452046
1627325654.8183057,38,726,0,22.140856880558097
1627325659.8183057,48,757,0,29.947879942836032
1627325664.8183057,44,565,0,25.62603232804475
1627325669.8183057,44,698,0,25.07069342352776
1627325674.8183057,24,294,1,7.211561759395164
1627325679.8183057,47,511,1,33.18527483051426
1627325684.8183057,44,702,0,30.857228481562114
1627325689.8183057,35,485,1,19.222795889649156
1627325694.8183057,42,331,0,17.454712486814024
1627325699.8183057,26,444,0,6.966546072318628
1627325704.8183057,42,206,0,9.68204358385483
1627325709.8183057,43,734,0,34.01871543964913
1627325714.8183057,44,464,0,22.04226277042334
1627325719.8183057,47,366,0,24.69674924590114
1627325724.8183057,36,224,1,16.718881973404237
1627325729.8183057,37,766,0,28.801016888854267
1627325734.8183057,26,367,1,5.256856018932165
1627325739.8183057,33,790,0,24.541716404585127
1627325744.8183057,46,643,1,35.51285048739703
1627325749.8183057,48,658,1,35.5989540000033
1627325754.8183057,35,296,1,19.357103422404627
1627325759.8183057,22,646,0,5.460785674903305
1627325764.8183057,30,264,0,0.0
1627325769.8183057,50,358,1,34.447477528142855
1627325774.8183057,44,457,1,23.80133990681209
1627325779.8183057,37,239,1,18.167488930412603
1627325784.8183057,42,516,0,21.336625677588014
1627325789.8183057,40,248,0,17.795899756307996
1627325794.8183057,21,786,1,11.834899572635699
1627325799.8183057,26,789,1,14.565573591230011
1627325804.8183057,38,789,1,30.652242865610013
1627325809.8183057,35,798,1,23.74018819724186
1627325814.8183057,29,588,1,17.778236695599244
1627325819.8183057,37,313,1,18.176705247777598
1627325824.8183057,28,720,1,23.217137143764248
1627325829.8183057,24,667,0,5.909690348719204
1627325834.8183057,46,482,1,26.051146555910368
1627325839.8183057,48,407,0,27.675691253054385
1627325844.8183057,24,566,1,14.207212966479279
1627325849.8183057,49,474,0,32.817464718778155
1627325854.8183057,37,459,1,19.214867002996343
1627325859.8183057,25,596,1,12.615852155729002
1627325864.8183057,36,315,0,7.060505372464301
1627325869.8183057,50,501,0,25.961813319317873
1627325874.8183057,34,408,1,17.75392206096793
1627325879.8183057,22,442,1,8.929992935761025
1627325884.8183057,34,564,1,23.560726580630224
1627325889.8183057,34,712,0,17.620509347541784
1627325894.8183057,21,593,0,3.0201255426650566
1627325899.8183057,35,283,1,14.455488424343034
1627325904.8183057,42,756,1,35.95100727786881
1627325909.8183057,23,672,1,13.504142993557434
1627325914.8183057,27,292,1,10.435423376509828
1627325919.8183057,30,386,1,8.48682938279815
1627325924.8183057,25,492,0,9.372976519451841
1627325929.8183057,38,538,1,22.508162993483342
1627325934.8183057,21,517,0,0.0
1627325939.8183057,21,259,0,0.0
1627325944.8183057,29,454,1,8.426156348888773
1627325949.8183057,37,224,0,12.94197523003243
1627325954.8183057,41,319,1,23.999159894999778
1627325959.8183057,23,505,1,11.945463730946118
1627325964.8183057,26,546,1,8.851278637130441
1627325969.8183057,34,593,1,25.1454207733559
1627325974.8183057,35,707,1,22.136867928426536
1627325979.8183057,38,654,1,29.832964084893685
1627325984.8183057,37,716,0,27.69197078398605
1627325989.8183057,40,623,1,30.60730236551868
1627325994.8183057,28,449,1,14.433337240655897
1627325999.8183057,30,737,0,13.019367233076625
1627326004.8183057,32,538,0,13.94771138891154
1627326009.8183057,49,582,0,33.0075961960372
1627326014.8183057,50,621,1,39.659209269118556
1627326019.8183057,30,272,1,11.575975198749449
1627326024.8183057,24,335,0,0.0
1627326029.8183057,38,767,0,20.756846990236255
1627326034.8183057,40,705,1,35.11934694248245
1627326039.8183057,21,772,0,7.037658126459789
1627326044.8183057,50,335,0,27.711183084382114
1627326049.8183057,24,469,0,0.03079172814925113
1627326054.8183057,29,406,1,14.450017415580234
1627326059.8183057,47,713,1,39.757927555143525
1627326064.8183057,49,783,1,43.57055027366256
1627326069.8183057,43,405,1,24.308835195621107
1627326074.8183057,21,513,1,4.818959660983423
1627326079.8183057,27,563,0,13.032092412250226
1627326084.8183057,39,767,0,25.156820435329337
1627326089.8183057,45,455,0,24.702144282074585
1627326094.8183057,23,389,1,9.333069090266404
1627326099.8183057,28,761,0,17.463722572278463
1627326104.8183057,32,319,0,8.519243506950364
1627326109.8183057,33,606,1,15.869548458748294
1627326114.8183057,24,278,1,7.527561652083373
1627326119.8183057,30,266,0,0.0
1627326124.8183057,23,426,0,0.0
1627326129.8183057,25,319,0,0.0
1627326134.8183057,37,791,1,30.953265020111143
1627326139.8183057,41,728,0,32.104459448654495
1627326144.8183057,28,321,0,2.784593964254161
1627326149.8183057,40,680,1,28.323034696267833
1627326154.8183057,49,381,1,29.10554142806156
1627326159.8183057,28,631,0,7.516268241400967
1627326164.8183057,48,438,0,23.062811301229445
1627326169.8183057,48,589,0,34.627419663296756
1627326174.8183057,31,544,1,18.564246007354722
1627326179.8183057,44,544,1,25.435796535057037
1627326184.8183057,23,622,1,9.073686499460772
1627326189.8183057,47,266,0,20.294810190371617
1627326194.8183057,33,252,1,11.332978794921802
1627326199.8183057,38,484,1,24.246301986299343
1627326204.8183057,38,432,0,16.495270283800377
1627326209.8183057,30,528,1,11.006619568612082
1627326214.8183057,21,237,0,0.0
1627326219.8183057,33,204,0,7.5754818548148695
1627326224.8183057,33,430,1,12.108838968527877
1627326229.8183057,22,481,1,10.939480603316804
1627326234.8183057,50,483,1,38.4875073870643
1627326239.8183057,43,658,1,30.981211459810957
1627326244.8183057,48,580,1,35.43395533857868
1627326249.8183057,49,444,0,28.129978346135264
1627326254.8183057,41,384,1,20.442155338635587
1627326259.8183057,42,357,0,17.125233663018612
1627326264.8183057,28,684,0,8.58797850575591
1627326269.8183057,36,794,1,24.69042246909561
1627326274.8183057,27,591,0,9.456872757330963
1627326279.8183057,24,439,0,4.38733785090545
1627326284.8183057,32,448,0,10.112462889724888
1627326289.8183057,36,614,0,17.186653830768513
1627326294.8183057,43,467,0,17.270477900013095
1627326299.8183057,22,725,0,9.006864105749507
1627326304.8183057,46,417,1,29.603818650218102
1627326309.8183057,23,235,0,0.0
1627326314.8183057,39,335,1,16.563381061830363
1627326319.8183057,38,727,1,27.216833048677216
1627326324.8183057,45,322,1,28.678416309800717
1627326329.8183057,24,645,0,12.609834028285901
1627326334.8183057,37,480,0,17.535155070959238
1627326339.8183057,34,283,1,16.99327102701047
1627326344.8183057,46,267,0,20.785955920357544
1627326349.8183057,23,432,1,2.313961724922454
1627326354.8183057,47,688,0,35.30941199192007
1627326359.8183057,38,223,0,6.350864601143392
1627326364.8183057,50,620,1,37.325903844413006
1627326369.8183057,22,599,0,9.270047244308577
1627326374.8183057,21,532,0,4.945445177465581
1627326379.8183057,39,204,1,16.310652421270927
1627326384.8183057,20,508,0,0.0
1627326389.8183057,37,723,0,18.466848898012337
1627326394.8183057,40,769,1,28.006784905380545
1627326399.8183057,29,797,1,26.77563105048542
1627326404.8183057,34,525,0,16.541237658172612
1627326409.8183057,42,742,1,36.61125746934189
1627326414.8183057,34,403,1,17.538770899690125
1627326419.8183057,30,348,1,12.373300491958407
1627326424.8183057,21,480,0,3.5467669398496007
1627326429.8183057,22,697,1,9.713971955019742
1627326434.8183057,25,732,1,20.546154481615538
1627326439.8183057,32,794,0,16.927124631124997
1627326444.8183057,41,768,1,34.62648487367674
1627326449.8183057,26,237,1,2.374197452021225
1627326454.8183057,22,211,1,3.385478713079987
1627326459.8183057,44,698,0,28.62053238943034
1627326464.8183057,21,399,1,2.504409417436878
1627326469.8183057,37,256,0,7.39287667502521
1627326474.8183057,47,513,1,27.898688572398587
1627326479.8183057,27,554,1,9.294830537996395
1627326484.8183057,48,544,0,32.21718129858996
1627326489.8183057,35,749,1,29.49616439519053
1627326494.8183057,48,777,1,39.876375690726036
1627326499.8183057,36,547,1,22.096698084321066
1627326504.8183057,38,489,0,17.270108038910095
1627326509.8183057,33,311,0,6.951863621879754
1627326514.8183057,39,718,1,32.15120492844025
1627326519.8183057,32,743,0,18.20759507607615
1627326524.8183057,23,718,1,11.8791480344045
1627326529.8183057,26,689,1,19.174502794458355
1627326534.8183057,33,713,1,27.093229770360658
1627326539.8183057,25,250,1,6.647421324289451
1627326544.8183057,26,657,0,6.96859374712264
1627326549.8183057,40,424,0,15.20474335129127
1627326554.8183057,21,393,0,0.0
1627326559.8183057,34,777,1,31.077557013251766
1627326564.8183057,32,304,1,12.944935384780843
1627326569.8183057,24,607,0,6.98774333503348
1627326574.8183057,25,739,0,14.898094080152564
1627326579.8183057,28,553,1,14.139886929866659
1627326584.8183057,42,588,0,28.691539870673218
1627326589.8183057,39,346,0,16.652831649876894
1627326594.8183057,50,314,1,33.69893285273561
1627326599.8183057,38,414,1,18.22636812336092
1627326604.8183057,47,328,1,24.810659069563
1627326609.8183057,42,213,1,14.429487540714721
1627326614.8183057,42,630,1,33.10801210708423
1627326619.8183057,32,785,1,28.883869682890552
1627326624.8183057,34,483,1,17.24235109384637
1627326629.8183057,33,411,1,13.839736368820738
1627326634.8183057,24,379,0,0.0
1627326639.8183057,40,278,1,19.88749817902078
1627326644.8183057,23,225,1,0.20212532820554063
1627326649.8183057,43,231,1,24.054904551733006
1627326654.8183057,39,779,0,30.825019922812395
1627326659.8183057,49,754,0,32.43212888576716
1627326664.8183057,37,552,0,17.484745443234942
1627326669.8183057,27,539,0,6.395824497173884
1627326674.8183057,37,588,0,20.276170496968113
1627326679.8183057,27,481,0,7.212957604891666
1627326684.8183057,46,452,1,30.533749086238306
1627326689.8183057,38,584,0,18.035098008627955
1627326694.8183057,42,517,1,26.188851102373256
1627326699.8183057,48,539,1,33.24654249633234
1627326704.8183057,28,564,1,15.154600918128146
1627326709.8183057,23,281,0,0.0
1627326714.8183057,21,662,0,4.345220771733866
1627326719.8183057,20,211,1,0.0
1627326724.8183057,32,251,1,7.736120332176037
1627326729.8183057,29,542,0,10.317827986730501
1627326734.8183057,29,661,1,16.780574066785974
1627326739.8183057,43,527,1,28.45463897013181
1627326744.8183057,33,794,0,23.560012900368285
1627326749.8183057,40,309,1,19.575150713530213
1627326754.8183057,25,262,1,4.012287043828111
1627326759.8183057,34,411,0,12.02494956967795
1627326764.8183057,37,525,0,17.760406432557367
1627326769.8183057,29,553,1,12.71371812024954
1627326774.8183057,34,419,1,17.99855177446738
1627326779.8183057,43,580,1,27.800116449953524
1627326784.8183057,49,349,0,22.92066976226021
1627326789.8183057,48,378,1,33.764592621809165
1627326794.8183057,27,418,0,4.198391245207696
1627326799.8183057,21,602,0,0.0
1627326804.8183057,36,383,0,12.759644629069072
1627326809.8183057,22,308,1,4.840615643948269
1627326814.8183057,36,528,0,18.915026795874034
1627326819.8183057,33,689,0,18.37022485171054
1627326824.8183057,22,752,0,10.188222022804013
1627326829.8183057,26,353,1,7.676006794134873
1627326834.8183057,32,394,0,9.191837749903833
1627326839.8183057,46,304,0,25.494925990542004
1627326844.8183057,48,560,1,39.365133370450934
1627326849.8183057,24,633,0,10.972677368329895
1627326854.8183057,47,697,1,32.96486476930846
1627326859.8183057,35,509,1,22.86977085477205
1627326864.8183057,46,529,1,28.781683916683438
1627326869.8183057,21,589,0,4.8042569801988835
1627326874.8183057,41,696,1,34.99595947021599
1627326879.8183057,39,589,0,16.855476529536563
1627326884.8183057,37,325,0,15.040789799172043
1627326889.8183057,45,681,1,31.95846258912353
1627326894.8183057,25,736,1,12.057052773344925
1627326899.8183057,27,208,0,0.0
1627326904.8183057,43,645,1,34.974964693118174
1627326909.8183057,42,529,0,24.35433318222901
1627326914.8183057,31,222,0,4.5784519257545275
1627326919.8183057,48,355,0,25.726416695030274
1627326924.8183057,46,736,1,38.936182011745075
1627326929.8183057,35,492,1,20.372574924779922
1627326934.8183057,46,347,0,25.561168932738912
1627326939.8183057,26,597,0,7.960146928092735
1627326944.8183057,35,742,0,17.896647466501996
1627326949.8183057,34,560,1,21.22940906203693
1627326954.8183057,40,586,0,18.260189285635647
1627326959.8183057,22,233,1,0.2751482336258162
1627326964.8183057,25,493,0,8.55633094365843
1627326969.8183057,22,791,1,12.362368687620108
1627326974.8183057,46,312,1,24.863662289766566
1627326979.8183057,22,246,0,0.0
1627326984.8183057,25,512,0,8.865489248796068
1627326989.8183057,20,522,0,1.3743188711657854
1627326994.8183057,47,501,1,31.927517706886466
1627326999.8183057,24,278,0,2.7263552939220173
1627327004.8183057,48,697,1,38.98336420050959
1627327009.8183057,40,716,0,21.269243669985535
1627327014.8183057,42,635,1,29.90962280438348
1627327019.8183057,24,714,1,11.72578563933531
1627327024.8183057,29,399,1,15.399232237976246
1627327029.8183057,48,764,0,36.69254561635063
1627327034.8183057,25,647,1,17.90798701483169
1627327039.8183057,48,652,0,32.68561112168394
1627327044.8183057,27,707,1,19.4248680647156
1627327049.8183057,42,457,1,27.108690160824537
1627327054.8183057,47,391,0,24.896748121563384
1627327059.8183057,36,261,1,12.183359211292785
1627327064.8183057,22,381,0,0.0
1627327069.8183057,23,481,0,5.999835933695916
1627327074.8183057,25,543,1,10.318375361631944
1627327079.8183057,49,726,0,36.976246931605914
1627327084.8183057,44,563,0,28.425693108384937
1627327089.8183057,45,545,0,21.514286541233915
1627327094.8183057,49,220,0,25.303793111958633
1627327099.8183057,47,236,0,22.808148866391335
1627327104.8183057,50,643,0,38.63050309816174
1627327109.8183057,20,314,1,2.2083043008433654
1627327114.8183057,23,438,1,5.652398580137888
1627327119.8183057,44,702,0,24.514818748360284
1627327124.8183057,37,422,1,15.061448465710116
1627327129.8183057,21,437,1,4.251675026463431
1627327134.8183057,49,277,1,29.735466952047357
1627327139.8183057,29,383,1,11.62136371705922
1627327144.8183057,49,665,1,33.69571110869511
1627327149.8183057,50,483,1,32.09566511012274
1627327154.8183057,28,419,1,7.084844439417896
1627327159.8183057,28,346,1,10.931565766668633
1627327164.8183057,29,540,0,9.676591791651948
1627327169.8183057,28,717,1,14.081697090730168
1627327174.8183057,34,230,1,15.080369014732268
1627327179.8183057,44,563,1,32.98216727088104
1627327184.8183057,38,781,1,27.76350193262953
1627327189.8183057,49,651,0,29.98604893768003
1627327194.8183057,34,569,1,23.48438527516453
1627327199.8183057,38,681,1,30.61404446616252
1627327204.8183057,50,224,0,25.88290285811283
1627327209.8183057,28,660,0,12.850690982088821
1627327214.8183057,33,527,0,14.12667518156393
1627327219.8183057,35,650,0,16.092304606196723
1627327224.8183057,40,603,0,18.231153555891023
1627327229.8183057,31,240,1,10.01655380858258
1627327234.8183057,28,503,0,12.270857930458511
1627327239.8183057,26,554,0,9.81512533410813
1627327244.8183057,30,570,1,21.47456604244025
1627327249.8183057,38,259,1,15.524717332070853
1627327254.8183057,35,411,1,17.547276954849494
1627327259.8183057,50,377,0,22.221309885851046
1627327264.8183057,20,294,0,0.0
1627327269.8183057,26,298,0,0.0
1627327274.8183057,47,237,0,23.573999147429205
1627327279.8183057,29,445,0,9.291667409253794
1627327284.8183057,41,714,1,27.500993986347964
1627327289.8183057,30,574,0,7.61691565412905
1627327294.8183057,20,268,0,0.0
1627327299.8183057,24,708,0,5.624892683173185
1627327304.8183057,42,453,0,23.303895371035516
1627327309.8183057,33,493,1,14.977384492791902
1627327314.8183057,45,621,0,29.79637236638226
1627327319.8183057,50,645,1,39.72753071255984
1627327324.8183057,34,682,1,19.603857075648605
1627327329.8183057,32,431,1,16.659433409815385
1627327334.8183057,41,635,0,23.93944501362625
1627327339.8183057,50,280,0,25.88801567732679
1627327344.8183057,21,342,1,0.0
1627327349.8183057,22,571,0,2.360430468017083
1627327354.8183057,49,390,0,28.185306507942173
1627327359.8183057,39,661,0,22.451266148005303
1627327364.8183057,50,798,0,38.85904534532825
1627327369.8183057,28,520,1,9.413567782878598
1627327374.8183057,43,758,0,30.92924001760077
1627327379.8183057,44,573,0,25.610357459165176
1627327384.8183057,38,736,1,24.811388437951525
1627327389.8183057,22,643,1,13.99892528386273
1627327394.8183057,23,308,1,0.0
1627327399.8183057,36,474,0,14.28354611507621
1627327404.8183057,20,548,1,7.821445449816143
1627327409.8183057,34,736,0,16.598643196794292
1627327414.8183057,27,733,1,18.56825022838347
1627327419.8183057,44,266,0,15.087129747302804
1627327424.8183057,49,377,0,27.773953852992232
1627327429.8183057,24,438,1,11.366400033518728
1627327434.8183057,20,209,1,0.0
1627327439.8183057,39,468,0,17.567759756278903
1627327444.8183057,36,427,1,18.346532516047542
1627327449.8183057,27,439,1,13.31371581339133
1627327454.8183057,31,599,0,9.294314346969612
1627327459.8183057,31,572,0,12.309909892820121
1627327464.8183057,33,226,1,13.667883054922303
1627327469.8183057,49,468,0,27.065296257165098
1627327474.8183057,32,330,1,13.264489499044544
1627327479.8183057,46,349,1,26.992008566073405
1627327484.8183057,30,735,0,19.945989419174705
1627327489.8183057,34,381,0,8.622712474332427
1627327494.8183057,24,365,0,1.6028875688741397
1627327499.8183057,28,238,1,1.895161372485855
1627327504.8183057,21,282,1,0.0
1627327509.8183057,47,668,1,34.139162846847185
1627327514.8183057,29,534,1,16.03906599277521
1627327519.8183057,25,696,0,12.314562659320021
1627327524.8183057,40,630,0,26.13187554232876
1627327529.8183057,36,473,0,14.80955518093011
1627327534.8183057,24,595,0,8.777521222638008
